,customer_unique_id,segment,review_score,review_comment_title,review_comment_message
69871,f511b6d115fc112892dbc612cd3d9358,Potential Loyalist,1,Qualidade.,"Recebi, mas porém, não é original.
Deveriam ser mais transparente, pq no site está constando que é uma peça original. "
69923,f7d9050d60fb901a187d28e121627b84,Potential Loyalist,2,Relogio Gato,"O relógio parece aqueles vendidos na 25 de março, muito simples, vem em uma embalagem qualquer e a imagem de dentro do gato é desbotada e opaca."
69928,a53680e999fa0fc8ef33e008234c02ab,Potential Loyalist,1,Não parece com a foto,"Não gostei, produto não parece com o da foto."
69936,9e5f250dedea7580e5bd8f1a3ffe013f,Potential Loyalist,1,Péssima loja,
66555,6364655a115c9a45a9283cd8e00aa643,Potential Loyalist,1,Péssimo. ,Você vendem e quando temos problema como no meu caso mandam entrar em contato com o parceiro. Empurram o problema. Comprei e paguei por 2 unidades e recebo apenas 1
69201,aff36bada602c50fb8964855548648d8,Potential Loyalist,1,Ruim,"Produto diferente do anunciado.
Muita dificuldade para devolver, o site nao entra em contato e nem responde minhas reclamações. Não recomendo!!!"
69220,04da0a4a4eddc5463976425307e42b7d,Potential Loyalist,1,2,
69231,506e75b37532165adf8def1540e82f46,Potential Loyalist,1,Mais o menos ,Achei fraco
69257,e699d1f2b24e717b2ddf0d6846756ee6,Potential Loyalist,1,Não recebi o produto.,Uma vergonha comprar um produto e não o receber. 
69260,082404643acd430a6fcd6ac0c6027e02,Potential Loyalist,1,Insatisfeiro,"Estou aguardando e-mail para devolução, produto enviado de.plastico sendo que comprei de inox."
69265,e826d75e1a32de5192ceb48b08b358d0,Potential Loyalist,1,Produto errado ,"O produto que comprei era um tapete higiênico de cão com 90x100 por motivo do meu cachorro ser de grande porte e foi entregue 2 de 50x60 .
A nota fiscal emitida deixa bem claro que está errado."
69267,61435d982420fb720f85d1bb6047fc6f,Potential Loyalist,2,ENTREGA,ATE AGORA O PRODUTO NÃO FOI ENTREGUE
69082,7a41a033d1171fe68f363c2a2c16d448,Potential Loyalist,2,Entrega sem informações,"Apesar dos produtos da loja serem de bom custo, o tempo da entrega e a falta de informações para o cliente sobre o andamento do pedido, deixa muito a desejar. Infelizmente não recomendo a terceiros."
69015,7a1d2cc18daac7d6975e60a279c871f1,Potential Loyalist,2,NÃO CUMPRIU O PRAZO,NÃO CUMPRIU O PRAZO DE ENTREGA
69064,ea2c23bb1b06634d34a8b32733c9df05,Potential Loyalist,1,Produto não veio 250 ml,O produto não veio cheio 
69122,f8ca516b1accaef70c412cde13a8a7ed,Potential Loyalist,1,Não funciona,"Boa tarde
Coloquei o cartão de memória no celular porém ele não está funcionando
Preciso devolver e quero outro no lugar"
69466,4edb41f4555044def164944f4bc31c3c,Potential Loyalist,1,Bom,Veio como eu esperava 
69427,0647eed2ece999e2d634520c62ab78be,Potential Loyalist,1,Aguardando a entrega,Entrega em atraso.
69457,a9e548f8d73f58feb2aa94dc33f67fcf,Potential Loyalist,1,Produto fora de especific,Produto fora da específicação.
69482,b29013d0c29c68a1245d727a40e1edf6,Potential Loyalist,1,zero,"Comprei lustres que estão ilustrados na foto, preto e dourado,não foi o que recebi, recebi preto e bege. LAMENTÁVEL!! isso e enganar o consumidor."
69492,e526cc0d06f2d58a41626d21f0ada4e4,Potential Loyalist,1,Não recebi,Nada contra a loja. Apenas não recebi 
69509,4165f124b514ad4a34ec8d3e46e87fbf,Potential Loyalist,2,REGULAR,DEMOROU MUITO A ENTREGA
69315,899cf723953922db9e04a8a6d4107041,Potential Loyalist,1,Não funciona,Me senti lesada. Produto não funciona de jeito algum. É uma fraude. E por estar em um site de confiança jurei poder confiar no produto.
69373,197d36917f19f351c78c5e83bdec07e8,Potential Loyalist,1,pessimo ...,uma vergonha ...paguei e não recebi o produto !!!
69374,a6417f4ecd2487db46152b08753e3af3,Potential Loyalist,1,Decepcionada com a compra,"O produto foi entregue com atraso, o pior não foi isso, o mesmo chegou solto em uma caixa suja, tive que usar ""panos"" para limpar a embalagem antes de abrir. A sujeira me deixou indignada!"
69380,f11173fedbf10c2913afef5844d86c9f,Potential Loyalist,2,Defeito,A peca veio com defeito.
70146,f6efbf2bbe37844ff909ac229cca3cad,Potential Loyalist,2,Entrega Incompleta,"Prezados,
Compramos duas placas de sinalização e apenas uma foi entregue, e ainda, no site está informando que as duas foram entregues.
Por favor, verificar o que ocorreu"
70156,aa5acec351a7dcaa930b80dd8ed4da13,Potential Loyalist,1,Ruim,"Comprei dermacol, na foto do produto aparece 1 mini bisnaga , o q dá a entender q é uma amostra do produto. Recebi uma base s/rótulo ou especificação,dentro de um recipiente redondo e não é Dermacol"
70893,934d7e7b5aec6b485caa9f0bb98ebd48,Potential Loyalist,1,não recomendo,"Não veio as duas mercadorias pedidas, apenas uma das unidades foi entregue."
70913,d0cca06294eeb5485945d73603e8b949,Potential Loyalist,1,insatisfeito com a loja,comprei o modelo da foto (modelo EP 760/1) e recebi o modelo anterior (modelo HV 700)
71002,6b44f5fc6f792c4de9bac5bf85b02a82,Potential Loyalist,1,Produto com defeito,"Solicito a troca ,produto com defeito ."
70767,ae3f45a35de98e19b3ac981ff817f044,Potential Loyalist,1,Ruim,"Pedido veio pela metade. Comprei extrator de cravos e caneleira, mas recebi somente a cabeleira."
70855,806e5ccc064e3f5d6fd88debbe79b274,Potential Loyalist,1,Desrespeito com o cliente,Falta de respeito com o cliente
71004,69bca851efc5475da13b7afd0633fef0,Potential Loyalist,1,não recebi o produto aind,assim que receber produto eu avalio positivo
71216,53829feb906370f277393325399b8487,Potential Loyalist,1,produto suspeito,"A IMPRESSORA DETECTOU QUE UM DOS CARTUCHOS NÃO É ORIGINAL, O PRETO"
71303,c8665c8d8b72f30098ccfe9841c8fe30,Potential Loyalist,1,Produto incompleto ,Eram duas mochilas só recebi uma quero uma posição urgente 
70719,698b9fba35afa2346c8e579695ca2151,Potential Loyalist,1,Entrega,Não recebi a mercadoria e não tive retorno do stark. Péssimo suporte.
70363,cce5e8188bf42ffb3bb5b18ff58f5965,Potential Loyalist,1,Péssimo,Comprei um produto de uma marca e recebi outro inferior ao que comprei sem falar que me cobraram frete é tive que pegar no correio
70312,8fdef5ce67c95465166d77d756ad3fd9,Potential Loyalist,2,Médio ,O SAC é uma porcaria 
70395,1364b4c4c60ee8721ca021ed0629ea25,Potential Loyalist,2,Muito bom ,Eu recebi o produto dentro da data 
70427,69f7e342c28eb22ef6845facd926e810,Potential Loyalist,2,Pequeno,"Veio menor do que o anúncio.
0.90x1.40m"
70439,853d38a8f618cdf86041279dad2d178b,Potential Loyalist,1,Produto véi faltando ,Não recebi o produto corretamente!
70240,9cb5b6ca9f36f66e35b55cd70fb81d12,Potential Loyalist,2,produto diferente da foto,"Gostei do relógio, porém a foto que esta ai não é nada igual ao que vem.
Não recomendo."
70285,ad0c97eada5443a9f48ee0d982c821ec,Potential Loyalist,1,Produto errado,Estou arrependido.
70574,ebb3596c57229b75de3e4d11c5fec489,Potential Loyalist,1,Não chegou no prazo,Ja paguei a 1° parcela e ainda não chegou
70586,1eae8034d9871bd55b4c6720e3a226c2,Potential Loyalist,1,Falsificado,"Cartao que veio não foi o da foto, não era classe 10, além disso é falso, no teste que fiz em um aplicativo, não aparece marca e a capacidade do cartão é diferente,não funcionou nem no cel nem no comp"
70665,dd561d9f414811c78ce8723b8576b0aa,Potential Loyalist,1,Péssima qualidade ,"Não recomendo essa loja à ninguém, pois já fiz o pagamento da primeira parcela e até agora não recebi o produto "
70696,0484f4053df3702347e3b260d0eccf39,Potential Loyalist,1,Quantidade errada,Comprei 2 e só veio 1. Espero uma resposta pois só esse pedido que veio errado. Aguardo o outro ah eu.
70713,814ff878d2fc663f06adf8d01af8ea7e,Potential Loyalist,1,Troca de mercadoria,"Recebi uma mercadoria que não pedi, comprei slim life , com as seguintes composição, camu-camu, açaí e guaraná, veio turbo slim Life com picolinato de cromo, gengibre e guaraná, chegou no dia 4 errado"
70561,e4f9bcad0c607f8793a0cd5943d11dd4,Potential Loyalist,1,Produto incorreto,Preciso da devolução imediata do valor da compra
70481,0694d901d7d88ffc1781dacfda6cd048,Potential Loyalist,1,não recomendo,paguei frete e tive que retirar nos correios ABSURDO
70486,023d64edb6716ac1a0a5da6e6277a713,Potential Loyalist,1,Produto com defeito,"O relógio que veio com uma falha no vidro
Mal acondicionado na embalagem
Estou totalmente insatisfeito gostaria de devolver a mercadoria"
70496,c0feca9e5d043fc29634ffe766756f11,Potential Loyalist,1,Estou com problemas,"O produto que veio não é o que eu comprei, inclusive a nota fiscal veio em nome de outra pessoa, e não consigo contato para resolver o problema"
70517,7fb58ee27f8074e833967c1d607d4452,Potential Loyalist,1,Cozinha turma da Mônica,Comprei a cozinha da turma da Mônica e foi entregue o mercadinho.
67288,023a67e0df63273fa1f49cd71fd3eb61,Potential Loyalist,1,Atraso do Pedido,"Como podemos recomentar essa loja se os senhores não consegue cumprir com os prazos estabelecidos por vocês, essa foi a minha primeira compra e também será a ultima que farei."
67368,50c7adf7c25188cf27f66e1cfe278fad,Potential Loyalist,2,Produto com defeito,"O produto chegou com os botões sem funcionar. Desde então venho tentando me comunicar com as lannister para trocar o produto, mas sem sucesso."
67374,8c9e0e96e48e45cd656a4fc73993057e,Potential Loyalist,1,Falta de item,"A entrega foi feita no prazo, porem foi entregue somente um moedor de café e nao dois cono feito no pedido, aguardo retorno"
67198,d38578ec35f9bc6bbe905734eedf74a5,Potential Loyalist,1,Produto não foi entregue,"Decorridos 10 dias do prazo máximo para entrega, dia 17/04/18, não houve qualquer contato para justificar a falta."
67127,ccc25edb24a6888b0a406ed43a1c04fd,Potential Loyalist,1,Relógio não entregue ,Comprei 2 relógios e entregaram apenas 1. Aguardo posicionamento da loja qto a isso ou estorno do valor no cartão.
67182,4cc3a1902b27b866d2007af256cce7fc,Potential Loyalist,1,NADA DO QUE COMPREI,"FOI ENTREGUE UM PRODUTO DE OUTRA MARCA, O PRAZO NÃO FOI CUMPRIDO, FRETE CARO, ENFIM ESSA COMPRA FOI UM DESASTRE"
67211,a3f3e2d8785b3f3614bc786b9515697c,Potential Loyalist,1,Não recomendo,A cor do produto que veio é totalmente diferente do da foto. 
67621,c4f8556194235d5ea6ceab33c31468a9,Potential Loyalist,1,Produto não entregue,Ainda não recebi o produto.
67633,061e0d9d23f099ebcc78d1c90f94dfbe,Potential Loyalist,2,Deixa a desejar,"Comprei um produto caro, que chegou com defeito. O relógio em questão não fechava o feixe. Tive que levar para arrumar. Não recomendo lannister online mais. "
67645,581ab26950b3490bb5742d03f6d4f27e,Potential Loyalist,1,PESSIMA,Esta com defeito danificou todas as imagem salvas e eu perdi 182 fotos.
67424,35df860e510c7ef88e093a50ece745b8,Potential Loyalist,1,Ruim,Comprei outras vezes e todos foram entregues desta vez não recebi e o site informa q recebi
67794,db678ab4525ca9a50338c8dbcad53a17,Potential Loyalist,2,ok,nbpm
67615,63a233c27dd5880d251f812f3c74c417,Potential Loyalist,1, baixa qualilidade,Esperava q a mercadoria tivesse mais qualidade ...pessima qualidade...nao indico a ninguem....
67554,0beb1b192f2d5650c944db52840677f9,Potential Loyalist,1,Reclamação ,"Comprei dois itens. E só foi entregue um. Nota fiscal consta dois produtos. 
Entregue apenas 1."
67111,977a1a43b74a55c1cafc1996d33699bc,Potential Loyalist,1,Nao recomendo mais,"Sempre comprei nas lojas lannister, mas desta vez meu produto veio faltando um. E quando ligo não atende, è só atravez de mensagem. E COM ISSO ESTOU AGUARDANDO E NÃO POSSO USO DO MEDICAMENTO. Que pre"
66736,ff9d6196f8a9419142b5a70a0dbf469d,Potential Loyalist,1,Não tem manual de uso ,
66772,711d3f9ea406a09e7f0ee3a0416e8dc7,Potential Loyalist,1,APENAS 1,"EU COMPREI 2 SAIAS DISTINTAS E SÓ RECEBI UMA. NO RASTREIO, APARECEM ENTREGUES AS DUAS."
66663,e47b74e2a2dd36cb03c14839e6b19e73,Potential Loyalist,2,Foto enganosa ,Foto muito diferente principalmente a graninha sintética muito rala...diferente da foto
66574,c39d4eb63d6ef6bfe4c61ec857dadb21,Potential Loyalist,1,Péssima,"Preciso fazer a troca e não tem ninguém que me dê o suporte para me auxiliar.
No site não estou conseguindo."
66593,4b7f26d90bb264ade7e4281db1b739f1,Potential Loyalist,1,Produto ainda não chegou,"Recebi um pacote com apenas um item do que comprei, estou com o recibo. O outro item não foi enviado e não consigo uma resposta do vendedor"
66598,c5fd8c6fc581f9792cf214b22363671f,Potential Loyalist,1,Cartucho HP Genérico,Cartucho genérico sendo vendido como original.
66658,8dc697d03f771cecc2534534a73eaaf9,Potential Loyalist,1,Entrega faltando produtos,Fiz pedido de 6 produtos e só recebi 2.
66792,d8ca4d497a10dc7e022fdfdb4b0a4ab6,Potential Loyalist,1,pessimo,"Tive que pegar nos correios, e na caixa só havia uma cadeira sendo que eu comprei duas!!! Vou processar!"
67049,0425594ce6ced4d5634136ca63b98a27,Potential Loyalist,1,Não recebi o produto,
66943,210a1889af4097fcefe7b4b95f3a3438,Potential Loyalist,1,Não recomendo,"Atraso na entrega, ainda não recebi e não sou informado o por que do atraso..
Se não receber logo vou cancelar o pedido"
66822,d361b966b657bdc5eaf8a67c3968eacb,Potential Loyalist,1,pessimo,desejo o ressarcimento do valor pago e não quero o produto.... me enviaram um produto totalmente diferente do solicitado além da cor ser cinza e não preto o modelo veio para um carro diferente do meu
66838,2f3ffd9f28e0a140401a51e8ec5ec4d6,Potential Loyalist,1,veio faltando uma carteir,veio faltando uma carteira e querendo saber como vai fica 
66857,e64494c8d47715e6604862013761e07b,Potential Loyalist,1,Passou do prazo de entreg,"Inrresponsabiliade, estou esperando um produto que o prazo era dia até dia 14, estou insatisfeita."
66903,1178b0a7632f8af98f4bdc6d0260dde3,Potential Loyalist,1,Não recebi ,Não recebi
66905,b761938e583e5c76f5fe1b9d59a146e9,Potential Loyalist,1,NÃO RECOMENDARIA,O PRODUTO NÃO VEIO NA COR AZUL E SIM NA BRANCA QUE NÃO ERA A COR DESEJADA
68985,584a1dfaa42bc5c9786a3399fe526148,Potential Loyalist,1,Produto trocado,"Não recebi o produto ao qual encomendei! Recebi outro, que não era do meu menor interesse, no local."
68610,4cd73988b2614bb59c790ca67ab5c924,Potential Loyalist,1,Indignada,"Comprei começo do mês passado.Passou quase 1 mês sem o produto chegar e nem chegou,tanto q cancelei.E ate no cancelamento a loja esta demorando mt pra fazer o estorno. Quero meu dinheiro de volta logo"
68620,89921797e6c1c39982ed6f103fdc32d5,Potential Loyalist,1,Fui roubada,Veio apenas um tablet eram dois agr tento contatar a loja pra abrir a reclamacao e nada!
68631,88b1ac56d07ac4a0e139d737f2e77ac0,Potential Loyalist,2,Falta entregar ,Falta entregar um dos produtos 
68464,add3bc7c0fdd0ffbb461f074a6711370,Potential Loyalist,1,Produto de péssima qualid,Uma empresa tão bem conceituada como o baratheon deveria se preocupar mais com a qualidade dos produtos oferecidos pelo seus parceiros.
68432,26a0b8001bfcc268ac3bcf8b03c6349a,Potential Loyalist,2,muito demorada a entrega ,Muito demorada a entrega do produto.
68540,c18af2b8420b8fc5dc5d9f3a627257ae,Potential Loyalist,1,....,Comprei o matizador e quando chegou era de outra marca... só acho que deveriam mandar o que realmente o cliente comprou....
68662,b067d457d34c2533b8a35c806e4fcaec,Potential Loyalist,2,Insatisfeito ,"Encomendei 2 produtos,só chegou um!"
68850,364849e1d0ec338fd949b47bfe80ec62,Potential Loyalist,1,Onde está meu produto?,Quero o meu produto onde está?
68858,f3835ba796a60df1b19ff578ca2ba786,Potential Loyalist,2,entrega rapida,Bom e rapido na entrega
68716,df73a3a65b01acd104e8b1cee14923c9,Potential Loyalist,1,Produto com defeito,"O produto veio com defeito e não foi possível trocar, pois não havia como repor."
68717,5d90783c18779b3e59393b2276f31363,Potential Loyalist,2,meu produto,meu produto veio com defeito não esta funcionando
68718,33e608856217dd0b34bf69e313470406,Potential Loyalist,2,Não é a melhor marca,"tenho outro sling de outra marca com tecido muito mais macio, maleável e agradável"
68729,18a92b418073ab012ced47b5bfb61e0f,Potential Loyalist,1,Totalmente ultrapassado,"A configuração estava 3.4 ghz e me entregaram 3.1 driver antigos 2015, processador segunda geração antigo e ultrapassado, lento e não suporta o windows 10."
68776,a232d69847fd58b32813d8b52cf121f8,Potential Loyalist,1,Produto ruim,"Eletrobomba não encaixou corretamente na minha máquina 

Obs: gostaria de devolver"
68011,902814c1c8358134a2233279c4e8463d,Potential Loyalist,1,Duvidoso ,"Comprei 2 combos , com 12 unidades , num total de 24 caixas. Efetuei o pagamento de 633,00 à vista. Compreendi que devido à greve , ocorressem atrasos, mas infelizmente chegou um combo com 11 caixas."
68014,70d84d139444fa0508a14ddf7a50096d,Potential Loyalist,1,Propaganda enganosa.,"Uma lástima que lannister represente esse produto.
Estelionato.Passaros fizeram casa no aparelho.
Não funciona!"
68087,4cc442b5cc7d361e4da6bf55b07fe23f,Potential Loyalist,2,Não exatamente o que eu e,Não é um espelho
68090,fd592e54477a38149f66056b6afa81b6,Potential Loyalist,1,Naorecebi minha encomenda,Não recebi minha encomenda e a mesma conta como entregue. Estou tentando contato com o vendedor e até o momento não tive retorno.
67996,5de99aeb246c239dfdb3db80bd8d8379,Potential Loyalist,1,Entrega pela metade,"Só foi entregue pelo correio o kit com as 3 mamadeiras, a saia do berço realeza não foi entregue até o momento. Já tive problema com este parceiro targaryen, nas compras que fiz pelas lojas lannister."
67861,ef88889c26945ab7901ad2b87fc26d6a,Potential Loyalist,1,Tecido muito fraco; ,"Comprei jogo cama casal em seda prata. A cor veio correta, contudo a confecção é de baixa categoria. Costuras soltas e esgaçadas; feito sem qualidade. Não recomendo ! Não compraria de novo. Péssima !"
67921,af5b766ebb8329a34871cbafc1e2352b,Potential Loyalist,1,Não recebi o produto,A previsão de entrega era para o dia 22/08 mas até agora não chegou.
68309,2b87779ed81054f89f79a85f4c56376b,Potential Loyalist,2,NÃO GOSTEI DA COR ,Não é da cor do anuncio. Ele é cor de rosa. Não gostei. 
68370,79093f1f5356ceced1473035e849be7c,Potential Loyalist,1,Produto não entregue ,"Comprei um bebedouro dia 08/04 e me deram um prazo de até o dia 30/04 para me entregar, hj já são 02/05 e não me entregaram não comprem nada vendido e entregue pela targaryen mando emails e não respondem"
68244,28f6c6914757a5933a8d48f60bd119f6,Potential Loyalist,1,crítica,as toalhas são ásperas e fininhas. Bela propaganda enganosa
68161,232108769b54310413984f29c3c8011a,Potential Loyalist,2,Gostei,"Recebi o produto certinho, mas quero o reembolso do frete pois eu paguei e tive que ir buscar no correio.
Gastei gasolina e ainda paguei o frete, sacanagem"
68176,5156800ff5ccf6659645449f961c4de0,Potential Loyalist,1,nao recomendo,mau atendimento. ate agora nao resolveram meu problema. 
40439,beb8aac45af8e0de5e4cd146432b9e84,Potential Loyalist,1,Não recomendo,Comprei 3 produtos dessa loja e só recebi um. Sendo que não tenho nem como rastrear onde foi parar meus 2 produtos porque colocaram que eu recebi. Vou ter que entrar na justiça por danos
13380,b5f76c3201d925951a9a78bc0c2ec81e,Potential Loyalist,1,Não recebi,Ainda não recebi
13325,9361aa5e3772dd008881e7126471406d,Potential Loyalist,2,Não chegou! ,"Chegou o kit da colcha, porém não chegou a manta Rosa, e no app esta com entregue. "
13327,3f2d7b08a695103e3929c7d99b9416c4,Potential Loyalist,1,Horrível ,Comprei uma coisa e me entregaram outra e não consigo fazer a troca e não consigo falar com a central !
13383,1fbf3a918dba47afb6162c450572a4ba,Potential Loyalist,1,Produto não foi entregado,"A capa de colchão azul marinho não foi entregue e consta no site que foi entregue!!!
Aguardo a capa de colchão solteiro azul marinho pois não veio e está constando que me entregaram!!!!!"
13206,8acef68da17b8023883367ebeb54b7e9,Potential Loyalist,1,Não recebi o produto,Não recebi o produto 
13186,19ec0b29446735170b035f6d2abcd667,Potential Loyalist,1,Faluana receber um produt,"Não recebi a arandela, apenas os números. Gostaria de saber quando vou receber pois estou precisando urgente. "
13224,7fd460732747aad1fe20e1049400c03d,Potential Loyalist,2,Recebi pedido incompleto,"Foi entregue somente parte do pedido, sendo que os produtos eram da mesma loja"
13237,fd03cb02bafef5b11f61adcd3184fc76,Potential Loyalist,2,não recomendo,não atendem solicitações 
13238,7a4a9aa0d9218320db34205e04d29b03,Potential Loyalist,1,ruim,"nao recebi a entrega completa , so me entregaram a base faltou o carrinho e o bebe conforto "
13440,b22b660b766eee055f792b62d1f38cbc,Potential Loyalist,1,Produto não chegou ,Ainda não recebi meu produto. O prazo já passou em dois dias e nada. 
13632,60863e9f13562f664b73e6f76ff85910,Potential Loyalist,1,Não Recebi o produto. ,"Não posso avaliar porque NÃO RECEBI O PRODUTO.
GOSTARIA DE SABER PRA QUEM FOI ENTREGUE SE EU MORO SOZINHA?
Aguardo solução para o problema."
13636,67bddde1844b238fe25995cde1612b4e,Potential Loyalist,1,Arrependimento total ,A impressão do quadro é péssima. Detestei e estou tentando fazer a devolução do produto
13551,a9b6d80e254b0f93b70290ab21447f03,Potential Loyalist,1,PRODUTO DIFERENTE,"A EMPRESA ENTREGOU OUTRO PRODUTO NADA A VER COM MEU PEDIDO EM FOTO
NAO COMPRE"
13454,2313db670eeaca592808e42e480e7b80,Potential Loyalist,1, DUVIDA!,"CONTROLE AQUARIOS DEVERIA LIGAR TODOS OS CONVERSORES AQUARIO, MAS, TENHO 2 TIPOS AQUI E NÃO FUNCIONOU EM NENHUM. PARA EVITAR TRANSTORNOS COMPREI UM CONVERSOR AQUARIO DTV 8000 NO baratheon E LIGOU."
13489,0025795df7a7d077c4c90162fa820085,Potential Loyalist,1,Falta de comunicação ,"Não um telefone onde podemos falar sobre o deu errado, e por email não obtive resposta"
13497,fad1bbf902fbdf64f92f33d010ab8cb7,Potential Loyalist,1,Nao chegou o produto,"Chegou a nota fiscal e nao chegou o produto , liguei nos correios e eles falaram que só chegou o envelope, quero saber sobre o produto , e o codigo de autenticidade nao confere , da no nome de outra ."
12802,6aed4780087d19b458dc4852efe0ceff,Potential Loyalist,1,Não condiz com o original,"O cartucho que seria de alto rendimento, na verdade não durou mais que 100 impressões, a maioria em modo rascunho.
Quando utilizo o cartucho 664xl original , ele dura em média o dobro."
12847,d3825147a5671fc987925a4da1b15ead,Potential Loyalist,1,Produto ruim,Setup é chines não funciona corretamente.
12789,0a310f2b5dba96e9efede8f5640f0acb,Potential Loyalist,1,Produto bom ,O tamanho é pequeno e percebi depois que no anúncio não dá destaque as dimensões do produto. Deixa a desejar 
12710,622be3abf5853ebb483f789b34b08d1b,Potential Loyalist,1,Não recomendado,"Apesar de estar no prazo de entrega o produto demorou muito para chegar, fiz o pedido do mesmo produto em um concorrente do stark que entregou bem antes."
12633,c8dd9f997f6c6d0765c75a0cc0b72a7d,Potential Loyalist,2,Perto de vencer,"Perto de vencer a validade. N foi informado de forma clara no anúncio. 
Claro objetivo de enganar consumidor."
12782,c2a88d9551b1cdb6ed5f3177e8c71523,Potential Loyalist,1,Me enganaram... ,"Comprei o tapete com a metragem 2,50 x2,50 e me mandaram a metragem 2,0 x 2,50, sendo que no siteo valor dessa metragem que me enviaram está bem abaixo do valor que paguei..."
13079,383a372bb06ef1c032c7dc50636eee24,Potential Loyalist,1,Luminárias,"O produto veio faltando uma unidade, e ainda não consegui entrar em contato com ninguém para solucionar o problema. Gostaria de saber como vai ficar agora?..."
13077,6aafc69e80792b9414523f5c1ea0beeb,Potential Loyalist,2,Não recebi ,Ainda não recebi e quero cancela a compra 
13104,7c3de819c5c8202f72ba56ff8f51ae39,Potential Loyalist,1,Produto entregue incorret,Produto entregue não foi o mesmo do pedido.
13122,415b073d153528fa1ed35a42e39945da,Potential Loyalist,1,Avarias na prateleira ,Recebi o produto dentro do prazo porém o mesmo estava quebrado
13123,415b073d153528fa1ed35a42e39945da,Potential Loyalist,1,Avarias na prateleira ,Recebi o produto dentro do prazo porém o mesmo estava quebrado
13030,d4e6dfcac8c74ccb645213f3af53bfdb,Potential Loyalist,1,Recebi o produto errado,"Recebi um produto da mesma marca, porém inferior ao que eu havia comprado, sem aviso algum do fornecedor."
12962,8b3b343b297bb6838ffb9221d68b1a5f,Potential Loyalist,1,2 dias fora do prazo,2 dias fora do prazo já mandei email pra empresa e ninguém responde estou preocupada de não chegar meu produto tenho urgência em usá-lo já está pago já passou do prazo e ninguém me comunica nada sobre
12973,43860f86362fea12550bfa19ef73015f,Potential Loyalist,1,Pessima,O produto chegou e estragou sozinho
12974,b05a0be462115e2c6e1580b127161643,Potential Loyalist,1,Recebi o produto errado,Comprei o Iso X e recebi o Nitro Hard 
13000,c18287f3d96045bad031c170dd939c74,Potential Loyalist,2,entrega Pifia,desde que começara a trabalhar com parceiros a entrega ficou ridícula
13671,6c0e6ce5291a3b16d57fcbce64f2aaf7,Potential Loyalist,1,péssimo,"Eu pedi o cancelamento desse produto antes de lançarem a nota fiscal, vocês deram continuidade no procedimento e entregaram o produto que infelizmente meu zelador recebeu, mesmo tendo sido orientado"
14506,9864e405ffd4792b33e48e3976a6a2f9,Potential Loyalist,2,Veio outro produto,Comprei uma pelícola do Moto Z2 Play e veio do Asus ZenFone 4 Selfie. Os tamanhos de tela são diferentes. Sacanagem.
14525,073eb65c7b6cef57bc5be329667b35fb,Potential Loyalist,2,**,"Os dois cartuchos preto não soltam tinta. 
Não imprime nada . Coloquei de maneira adequada e o cartucho não libera tinta preta. O colorido está tudo OK. Coma faço para resolver este problema???
Agu"
14543,1203dc7baad4bababc755c6c39936954,Potential Loyalist,1,Entrega incompleta,Só recebi um relógio ontem. A empresa não me enviou qualquer informação sobre entrega separada dos itens e prazo para entrega do outro relógio. Enviei email informando e ainda não obtive retorno.
14596,29a42800a23063e555b08f02bbabb3f3,Potential Loyalist,2,Ruim,Recebi o produto antes do prazo mas veio com defeito no zíper.
14359,c62e4182e8bbda08640afddbd6e9473a,Potential Loyalist,1,ruim,Comprei um produto de 250m e recebi um produto 100m
14326,7937be50771f5a064440463094da5820,Potential Loyalist,1,Quero devolve-lo,
14822,4b1d6757fbad7cc721dc384757e2433a,Potential Loyalist,1,Boa loja,"Deu tudo certo, até testar o produto que não cumpre o prometido, a garrafa não funciona direito, por isso quero devolver, péssima compra."
14853,8939cd9842c30470de2adf220eccbaab,Potential Loyalist,1,Nao recebi o produto,"Ainda nao recebi o produto, esta parado em Passo Fundo."
14872,eab79174774814600bb67d35d7564a3d,Potential Loyalist,1,Sem notícias sobre a enco,"Realizei a compra e não consigo rastrear o objeto e tampouco saber onde ele está e nem previsão de sua chegada. Porém, a compra já veio na fatura do meu cartão. Lamentável."
14927,81886a904fd1466adf8129fc130982af,Potential Loyalist,2,qto ao baratheon sim ,"A bolsa veio com a costura torta no ziper, e nesta costura por estar torta, não foi costurado o ziper, então está um buraco, não gostei, preciso ver o que devo fazer..adoro o baratheon,mas não produto"
14930,0abff5377bf2207c0015063059d8675d,Potential Loyalist,1,Faltando produto.,"EM UM DOS FRASCOS ESTAVA FALTANDO 20 CAPSULAS, ACHO UM ABSURDO A GENTE COMPRAR UM PRODUTO TÃO CARO E AS PESSOAS TER A CORAGEM DE FAZER ESTE 
TIPO DE SACANAGEM."
14769,c4e2475e00e1b2f1a420b39d13b3f208,Potential Loyalist,1,Protudo diferente da foto,Quero devolver produto ja solicitei devoluçao
14665,545bd0b3119518f1821332f395226501,Potential Loyalist,2,Recomendo.,Apesar da demora na entrega. No mais foi tudo bem.
14734,e74f77ff1fc653fe5ce9ca3f87f41704,Potential Loyalist,1,Recebi metade do produto,"Fiz a compra de duas mangueiras expansíveis, e somente recebi uma delas. Como o pagamento do produto adquirido foi feito com cartão de crédito, quero saber quem vai me restituir o valor ?



"
