USER,DATE,STAR,LIKE,TITLE,REVIEW
Tylander42,2021-11-18 21:55:02-07:00,5,0,I use every night,Love going to sleep with the sound machine and it’s very pleasant waking up when I’m coming out of a rem cycle. It’s also fun to see how much I talked in my sleep!
greasy reesey,2021-11-18 11:55:11-07:00,1,0,What the heck happened??,"I don’t know what you guys did in the last few  months-but… first, I couldn’t turn the stupid thing off! It would just keep making noise & buzzing at me-which is EXTREMELY unpleasant at 5am!
Then, a few weeks ago, just STOPPED recording my patterns at all-no sounds, no movements-nada (I pay for this too!!). 
NOW-this week-NO ALARM!! You read that right, NO ALARM! So… how am I supposed to get to work? Luckily, I’m not stupid, and have a backup. Still, why did I pay for this? 
FIX IT! NOW! 

I really love this app, there are a few things that I would like to see improved. I wish that it would integrate with Apple Watch to use all of the activity info in perfect sync. The premium services aren't that great, I thought I'd be able to do more. Oh well. BUT, really overall it is a really good app and I ain't gonna kick it outta bed. 😄"
skimmylou,2021-11-18 10:57:09-07:00,3,0,Exiting app error,"The only thing I absolutely hate is that if you accidentally exit from the app before you swipe up to “stop” your sleep, it deletes the ENTIRE night of data and you can’t get it back. Ugh."
All Others Taken48,2021-11-18 08:00:00-07:00,4,0,With todays update won’t open,"Update- after receiving response I reloaded the app and it worked this time. 

I too wish it was more accurate.  I did pay for it for a couple years or so.  Looks like it’s discontinued"
Like a Madame,2021-11-18 05:40:19-07:00,3,0,Closing app deletes all data for the night,"I would rank this app 5 stars if it didn’t have this flaw. So many night of data completely lost if you accidentally swipe up and close the app before your alarm goes off or you tell it you’re done sleeping—it doesn’t even have a feature where it takes the data collected before the app closes, and says “welp, this is what your sleep looked like”. I’ve been a user for 4+ years—I would say 1/3 of my data has been lost due to this user issue, but it’s frustrating that the dev team hasn’t figured out a way to save this incomplete data without it being factored into the sleep analysis (perhaps a manual “don’t add this night” or a question when reopening the app like “hey we noticed you closed the app mid-collection”?)"
DumbNicknameDave,2021-11-18 04:50:54-07:00,1,1,Just turns off,"Was great. Now I just wake up every morning to find out it has randomly turned off during the night and didn’t track anything. This has happened for a week straight, and there are no tech support options in the FAQ or even with web search. Maybe they’ll read this and finally offer some tech support."
Kingst0n2020,2021-11-18 02:32:06-07:00,4,1,Sleep Cycle,"I truly love this app! The only reason I’m giving it 4 stars is because the app should have more options for those of us who can’t afford to pay for it especially when it could help our doctors to understand our sleep patterns a little better! 

So yeah whoever created this app should Seriously consider making more options available to those who low income citizens and truly can’t afford to purchase the full app like those who aren’t low income citizens!! Sorry this is just my Honest Opinion because I’d love to keep using this app!!"
dwarrelmann,2021-11-17 20:40:58-07:00,4,0,Need new,I love this app but we really need new options.   There is only so many times I can play mixtape.   I love that it longer than the other ones.
PorAhiVamos,2021-11-17 19:37:51-07:00,5,0,Good with limitations,"Super interesting app. Records your sleep noises if you keep it plugged in all night (wow I cough a lot!) and how long it takes to fall asleep, etc. 
You do need particular habits for it to work well. For example, I sleep with white noise, and I can’t really with this - the app records it.
Also, you need to set the alarm and then set the phone off for bed. If you set the alarm then use your phone, the app thinks you’re trying to fall asleep. Okay with me as it’s forced me to stay off the phone.
One fix I’d love is recording patterns for time awake at night or early morning. It tends to say I woke up at 6 and that’s not true - I woke up at 4 and couldn’t sleep for a while, but my app doesn’t present that information for me in a pattern."
tinamerager,2021-11-16 23:10:43-07:00,2,0,Suddenly stopped working,I think after the latest update I can no longer open the app. It opens for a moment and then crashes.
ink.noir,2021-11-16 21:48:45-07:00,2,0,And new update...,... can’t even open!
Jmhollowell,2021-11-16 18:50:55-07:00,1,0,Immediately crashes,App crashes since most recent update.  I haven’t been able to even open the app.
kaptincocoa2,2021-11-16 03:17:17-07:00,5,0,People Laugh,"“Get the best tools for the job.”
That’s what we have here! Sleep is the one thing we can directly engage with (can’t control) and here I get to see and hear “job performance.”
Busy word “essential”. While sleeping is natural , knowledge of patterns is essential, to sharpen and maintain tomorrow’s health."
Jec7900,2021-11-16 02:00:21-07:00,1,0,Won’t open,Had this app for a while. Now it won’t open for me.  😡
MYCAT5,2021-11-15 22:50:29-07:00,1,0,Unable to open it after last update,Unable to open it after last update
Doghairrules,2021-11-15 21:53:07-07:00,3,0,I don’t want to use wake up cycle,And now I don’t seem to have a choice not to use it. Why would you take that option out??
Mayra_Sol,2021-11-15 21:53:01-07:00,5,0,Amazing Tracker,"I have used this app for over a year now and i absolutely love it. Not only has it helped me track my sleep, but the recordings also help keep track on my snoring throughout the night. I also enjoy the mellow tunes it comes with to start your day just right!! No more waking up scared with noisy tunes!"
Lexibanks,2021-11-15 20:04:05-07:00,1,0,The app doesn’t open,I tap it and it doesn’t open 🤷🏽‍♀️
Breadfriend,2021-11-15 11:42:11-07:00,4,0,Nice ap helpful,This ap helps me wake up more refreshed and an added bonus of tracking my sleep over time.
brownie924,2021-11-15 06:13:52-07:00,4,0,Stuck in Taiwan,I would rate this app a five if the step data would update. The high/low data has said Taiwan for the high and Guatemala for the low for months with the same numbers.  What gives? Are you not updating this any more?
Mitochondrial Powerhouse,2021-11-15 03:22:11-07:00,2,0,Missing features,"When the phone is picked up, it automatically snoozes. I really wish you could turn this feature off. I like the alarm to run for a bit just in case I dose off after looking at my phone.

The alarm should really connect to Spotify for a more enjoyable wake up."
JCR_566,2021-11-14 22:37:58-07:00,5,0,Amazing!!👍,I love this app I can actually track my sleep accurately and not only that but I can get better sleep knowing how I sleep and when I wake up through the night. This app has crazy technology and it blew me away the first time I used it. I really like this app and if you want to know how you sleep or want to fix your sleep schedule then this app is for you!!
Darthsexy,2021-11-14 10:06:11-07:00,2,0,More bugs?,Must be a bug issue as i can’t even open the app now
2121222customer,2021-11-14 01:42:09-07:00,3,0,Good but...,"I’ve been using this alarm for five years and have the premium version. My biggest complaint is sometimes the alarm turns off in the middle of the night. I also denied access to my microphone (my phone was saying it was recording even when it was on the accelerometer setting) so now I don’t see the banner at the top that would alert me to the app crashing. Three stars since the main thing it needs to do is have a steady, working alarm."
DontTakeMyBurrito,2021-11-14 00:06:54-07:00,1,1,Help! app keeps closing when opened!,help!
Eeemes,2021-11-13 21:36:40-07:00,5,0,Great app,I use this almost every night (free version). It really wakes you up at the perfect time of your sleep cycle. Less groggy in the mornings and I love watching my sleep patterns every night. Highly recommend.
Mujhdhfffghhh,2021-11-13 18:16:53-07:00,4,0,Bring back snore detection for Apple Watch,"This app is great- I think it would benefit from adding more soothing sounds as well as bringing the Apple Watch snore prevention! Developers, When is it coming back ????"
vintagegirl0105,2021-11-13 07:42:35-07:00,5,0,Love it,"Love sleep cycle. Puts me right to sleep at night. 
Recently had bad congestion from Covid, kept track of have how much I was coughing at night, so I could relate the information to doctor. 
Also let’s me know if I’m getting the right amount of sleep. 
This is a really great free app. GET IT you’ll love it."
Shadowbrok3r,2021-11-13 06:10:47-07:00,5,0,"Great app, but latest update..","I love this app and I’ve used it for about a year and a half now, but with the latest update it keeps saying I got 0 hours of sleep, even though it still said I was in bed for 9 hours, so it seems that function may have broken and I don’t want it to screw up my results"
boscarino1,2021-11-12 22:59:10-07:00,1,0,Premium stopped working,The paid version stopped working. Movement’s are a flat line. No clear way to contact support from the app. Disappointed
Mc146773,2021-11-12 21:17:41-07:00,1,0,Crashes with latest update,"Newest update crashes constantly on iOS 13.4. Can’t even open the app. Used this every day for 2 years until now. 

Won’t upgrade my iOS because I have an iPhone SE and the newest software makes the phone slow. Apple making phones obsolete is illegal but trillion dollar company doesn’t care. 

Unless this app is fixed to support 13.4 or I get a new phone I guess I’m done with it sadly."
Kinohami,2021-11-12 21:06:01-07:00,5,0,I used to dread waking up.,"The blaring beeps, the monstrous noises, the irritating jingles. None of it worked, until I came across Sleep Cycle. The alarms gently wake you, or even gradually wake you. And I no longer even need several alarms or a snooze. It’s pretty rare I even sleep through it either (anyone unsure can still set a backup). It’s a wonderful app. Very telling with how you sleep too. There’s many apps like this, but this one does it very well."
Liz91688,2021-11-12 18:03:02-07:00,4,0,Love but....,"Love the app, however it has not worked since the new update, it crashes before it even loads, I hope they fix this before Monday"
kiwipar,2021-11-11 23:19:46-07:00,5,0,Really insightful,"Sleep cycle is the best. I love the 15 min timer wake up option so I’m never startled by my alarm. It’s recording of any noises (snoring el sleep talking ) is fascinating and I love the sleep aid feature. 

I think I’ll be using this app forever."
Darnedsock,2021-11-11 22:04:18-07:00,5,0,Excellent for SOME Tracking,"I use a few sleep apps. This was the first and still most fundamental. It is great at letting me know when and how much I snore. I can correlate that to tracking in other health and sleep apps and I’ve learned what contributes to that. For that alone, this app is indispensable. It’s ability to gently wake you and let you snooze your way to being awake is a game changer. 100%. 

We’re it to track movements and restlessness via Apple Watch and either have tagging or tie in with other health and diet tracking apps it’d be even better. We’re it to predict high and low energy points in your day it would be unstoppable.  It could do a bit better job demonstrating regularity and your rolling sleep debt."
Mediterranean Z,2021-11-11 13:46:33-07:00,3,0,Missing the Most Basic Alarm App Function - Automatic Settings,"I feel that the biggest problem with this app is that you have to open the app, and manually set the alarm/sleep tracker each night. That means if you fall asleep and forget to activate this, it’s useless to you. It’s incredibly frustrating. The automatic repeating alarm feature isn’t even available in the premium paid version, which is why I downgraded to the basic version. 

The app also will not be work if your phone battery is too low, so it must be on the charger and you must remember to manually set it before going to bed. Tough for people like myself who need their phone to help fall asleep lol. But I’m sure it will work for other people who can put their phone down early enough. How can you have an alarm that you can’t automatically set to wake you up at the same time every day? Makes no sense. 

BUT 

When I do remember to set the alarm manually, it works great. I love the calculations and analysis on my sleep level. It’s really important for me to track how much rest I am getting. This app does it so well and does help me wake up gently in the morning. So on that aspect, it’s 5/5 stars. They just need to update it with an automatic repeating alarm function."
Sadie555,2021-11-11 12:32:50-07:00,4,0,"LOVE It, Except For A Few Glitches","I found this app over a decade ago, and started using it again in the past couple years. It was working amazingly. I loved seeing when I would get up in the middle of the night, as I have a sleep-disorder. I enjoyed the sounds I woke up to, and that I could adjust the snooze feature.  I did have a few issues in the past; most of which have been resolved over time.  The only thing is that the vibration as backup for the alarm quit working correctly. Customer service told me that I could solve it my changing my wake up period or bedtime/wake up period, but I never needed to do that before, and I would prefer for it simply to work as it used to!  So if they could fix the vibration for the snooze feature, I’d give it 5 stars. Otherwise, it’s truly an amazing app!"
DessiandSalem,2021-11-11 05:00:12-07:00,1,0,Worst.,"Gives no way to end the subscription. I followed all the directions, but there is no way to unsubscribe. And now they won’t refund me."
Sleep Deprived Athlete,2021-11-11 04:47:06-07:00,2,0,Battery Warning Feature - should be default off,"Was just woken up at 4am by a persistent beeping sound and lo and behold - it was Sleep Cycle beeping because my phone battery was low. Setting the app and phone to conserve battery makes sense, waking me up does not. Just lost 2 hours of sleep - this feature should be default off."
ASiDiE666,2021-11-10 17:08:16-07:00,1,0,Crashes at startup... running 14.1,Just updated to the latest and now it crashes on startup... thoughts?
+H-man+,2021-11-10 06:40:43-07:00,5,0,My nightly ritual for 7 years,"I’ve used Sleep Cycle for over 7 years. The idea of using a standard alarm clock is barbaric. 

I’ve had extreme (extreme) difficulty waking up to alarms, and sleeping through important events, flights, jobs, etc. One of the best tools I have is Sleep Cycle. It’s so helpful to see what correlates with a good night of sleep in my life so I can make small decisions to sleep better.

Plus I have everything sync’d with my Hue lights so I wake up to a ‘sunny’ apartment year round. When I’ve travelled and woken up in the dark, I struggle much more to get out of bed.

Since it wakes you up in a time period (30 min default) where your sleep is lightest, the times that I wake up 10-15 earlier than needed are little bonus minutes I have before I get up for the day.

Love it, I’ve never even considered another method, no need."
qake456,2021-11-09 20:05:51-07:00,5,0,Great app for sleep tracking,I love this app. I’ve found it really helpful for tracking sleep and acting as my alarm. Definitely would recommend. UI is super clean and the app is dang near bug-free.
pollyocheese,2021-11-09 19:42:40-07:00,5,0,It’s perfect,I’ve been using this app for years. I couldn’t imagine going to sleep or waking up without it. Detailed and accurate.
Jaylee4489,2021-11-09 08:10:02-07:00,1,0,Annoying,So annoyed by this app I tried canceling subscription and still took money from me
freezes1,2021-11-09 06:33:15-07:00,1,0,Shuts off,This app worked for a while but every night for the past week it has shut off at some point in the night so I have had to set a back up alarm
classified info6897,2021-11-09 06:17:14-07:00,5,0,A question,How do you know if you are a legacy member? I’ve been using the app for more than three years (no trouble at all) but nothing has changed.
Rainbowfish4175,2021-11-09 06:16:16-07:00,1,0,Alarm doesn’t go off anymore,"I’ve been using this app for quite a while and have really enjoyed it. In the past week or two, the alarm has stopped working. I’ll see the notification on my phone that says “Good Morning!” But I will have heard no alarm and no vibration. Once I open the app, it’ll sometimes start the alarm…

Please fix this so I don’t have to resort to the built in alarm clock"
Cookie.Ayano,2021-11-09 06:02:07-07:00,1,0,Bruh,"I was in the middle of sleeping, the app updated and didn’t save my sleep at all."
Mr.Miagi219,2021-11-09 02:56:12-07:00,1,0,Low battery alarm from h*ll,I suffer from terrible insomnia. Was finally able to fall asleep and then this stupid app would not stop making noise bc my battery was low (charger not working) and woke me up in the middle of the night. Completely the opposite what this app should be doing! Product managers remove this feature immediately!!!!
chemitzi,2021-11-08 19:11:17-07:00,5,0,Another digital game,"Sleep matters. When this app gives me a high score in the morning, I expect to have a good day."
Acwyckoff,2021-11-07 22:39:04-07:00,5,0,Love the music!,I love the touch snooze function and the peaceful gradual wake up music! I also like the sleep analytics and sound recordings that allow me to track some sleep elements. The one change I would suggest is to give you a readout of how many hours the alarm is set for like Apple’s alarm shows. Makes the amount of time you are giving yourself to sleep very apparent and also helps prevent mistakes on an vs pm for naps or other unusual alarm times.
allnicknamesare talen?,2021-11-07 04:49:44-07:00,4,0,Need way to correct,Sometimes the Sleep Cycle is wrong on either the time I went to bed or the time I awakened. I would like a way to correct this. And it’s not fair to make me buy premium just to do that.
Bearly44,2021-11-07 03:57:11-07:00,1,0,"No premium, no work",This app doesn’t work without purchasing a premium membership and why can’t you bypass the alarm screens and set up anything else? Not everyone wants to wake up with wind chimes.
Meggiedoe,2021-11-07 03:51:09-07:00,1,0,Price Change,I used to love this app. I have used it over several years periodically. A year subscription would cost $1.99. I loved that about this app. Now it costs $29.99. Why?! I will not pay that price. I’ll find another app that does that same thing I guess.
iAviateSolutions,2021-11-07 03:31:48-07:00,4,1,Great and helpful app,"In the short time I’ve used this app I have found it very informative and helpful in knowing what’s going on during my sleep. As a long haul commercial pilot getting quality sleep and avoiding fatigue is one of our greatest threats.  By using this app it helps me identify the possible causes of my lack of a good night rest and see if my changes are working.

Although, as a novice app developer myself, I do understand the amount of work and effort that goes into developing an app like this but I have to say the price is a bit high. And I would also like to see more data that compares my sleep data to what it should be so I can set goals on my improvements. Otherwise it’s a great app and I would definitely recommend it."
grey280,2021-11-06 23:55:06-07:00,1,0,So many pop-ups,"I am tired and grumpy, and needing to fight through six different pop-up ads telling me about all the features I don’t care about and will never use isn’t helping. Stop punishing me for paying for your app and just do your dang job."
justafaceinthecrowd,2021-11-06 07:21:30-07:00,1,0,Major battery drain,"For the 2nd time now, the latest update is destroying my battery life, went from 70% charged to 32% in 7 hours with low power mode on last night...that's double the usage it usually does.  I haven't changed anything else, nothing else got updated, even restarted the phone before using the app, but again now the app drains the battery at an alarming rate.  Last time this happened I was told it wasn't the apps fault (have seen them saying this to other people having the same problem, apparently developer thinks we're too dumb to put two and two together).  Instead of making excuses and blaming my brand new phone, maybe take the issue seriously and fix it instead..."
Oklamom1,2021-11-06 05:35:56-07:00,3,0,Crashing while sleeping,"I have been using this app for several years. My I loved it. But the last month or so it’s been stopping mid-night and saying I turned it off. This morning it acted like I never turned it on at all but I could see it in my open apps when you swipe up on the iPhone and could see that it was running. But when I went to turn it off it said I hadn’t recorded for 2 nights. It’s failed to wake me up twice now on a work day, luckily I set multiple alarms but this is my main alarm and I was still late. I thought the most recent update would fix it, so I did that yesterday and then this sleep just completely disappeared."
FotoJoe,2021-11-06 02:52:20-07:00,5,0,Sleep Cycle has changed my life. No joke.,"The way the app lets me know how much sleep I’m getting, what times I am in a shallow part of my sleep cycle, and waking me in a “window” of times I set up… It lets me have a much more rich sleeping experience. (basically every day except when my work schedule has me getting up at way different times each day. Even then, if I leave the right amount of sleep for getting up to work on those occasional 3 AM days, this app can still wake me up in the right window of time that I’m not groggy 🥴.) 
       Sleep Cycle is amazing. I don’t remember how much I paid for it, but the couple of bucks was well spent. I’ve been using it for at least 2 or 3 years so far; probably longer than that. 
       Just buy it. Your sleep will be way different. Way better.  —  Joe in Fairborn, Ohio  = )"
Ydarb leoj,2021-11-05 22:00:05-07:00,5,0,Great insight,I’ve used this app for years and have noticed a real difference in the quality of my awake life when I focus on the quality and consistency of my sleep life. Sleep cycle definitely helps provide insight into how to make this possible.
enitch111,2021-11-05 18:19:19-07:00,1,0,Alarm fails,"I have used this app every night for two and a half years. And until this morning, it was great! Except this morning, I woke up with the sun shining through my window and wondered.. WHAT HAPPENED?? My alarm was set for 4:30 am!! I grab my phone, and what do you know... the display reads “Good morning!” But no sound. I even double checked my headphones to see if they had been turned on and connected in the night. But no dice! When it comes to oversleeping, one strike and you’re out! Now I have to go hunt for a reliable sleep tracker again."
Dolores11,2021-11-05 10:20:54-07:00,1,0,No sleep data,"This app USED to be amazing. I would use it through my Apple Watch and it would wake me up at the most appropriate time depending on the sleep cycle. However now it is not doing that at all. For the last two weeks or so the alarm hasn’t worked and there is no sleep data available. Not sure what happened, but if this doesn’t get fixed then what is the point to keeping it."
Aezretry,2021-11-05 02:29:51-07:00,1,1,Stopped recording since last 2 days,"I've been using this app daily for the last 3 years with very few missed days. I've been gathering a lot of data points now to analyze my sleep but over the last couple of days, although the alarm goes off, there's no record of any data, as if I had never set the alarm on.

The developers need to fix that ASAP!"
spoptart,2021-11-04 23:06:57-07:00,3,0,amazing app! only one complaint,i get that it’s how apps make money but i wish i could listen to the audio of me sleeping without paying. i have major sleep talking issues and wanted to see what i’m saying at night but can’t afford to pay. the app is amazing otherwise tho. i enjoy learning about how much sleep i’m actually getting
Exclusipher,2021-11-04 20:11:26-07:00,4,0,Skip through the audio,App is fantastic. I just wish you could skip through some of the audio. It takes forever before the actual thing your listening to begins because of how it’s explains to you how to breathe haha. And it gets annoying hearing it every time.
Neenzyyy,2021-11-04 05:22:45-07:00,3,0,Bug! Alarm shuts off!,Been using this app for years. Most recently there seems to be a bug that I’ve read other users complain about in reviews. The app seems to be turning off my alarm in the middle of the night after 2-3 hours of sleep. I’ve woken up late for work 3 times now. I also need to have my charger on the phone because I barely have any battery by the time I go to bed (so the devs solution to this doesn’t help me). This should a big defect to look into… otherwise I can’t use the app in fear it’ll happen again.
寻找大奶子萌妹,2021-11-02 17:13:52-07:00,4,0,关于记录打鼾的录音 希望重视一下,我在一个设备上（iPod  最后的一代 已经更新到iOS15最新的系统 运行你们的app没任何问题）用你们的app记录跟踪睡眠情况（是订阅用户）启用了打鼾录音（启用了在线备份） 也成功有记录打鼾的声音，然后我想在iPhone上进你们的app查看并听这些录音 发现不能听。我想问你们app记录的录音文件不能上传到用户自己的iCloud空间里吗 只能储存在设备本地？
latteboy50,2021-11-02 10:38:21-07:00,2,0,Great app but weird bug as of recent,"This app works great… when it works. Very often recently I’ve noticed that my entire slap graph is a straight line at 100% deep sleep, with the message “Warning: Very few movements.” I thought it could be getting affected by white noise, so I left my fan off… and it still happened. It seems to happen at random. I hope the developers are able to address this bug because this app really is great when it works properly."
uvb67static,2021-11-02 02:34:14-07:00,4,0,So close to being really good.,"I’m not sure how the on-board mics on the phone catch everything, but based off of the discrepancies between this app and the others that do use my apple watch as part of their metric gathering choices, I’d like to know why this developer chose to forgo that option. 

This segways into my main complaint.  When perhaps all of your sensor data aren’t able to detect their surrounding, they (the sensors) aren’t able to perform as good a job that the wood have otherwise been able to.  For example, detect when a user took a nap or was just lying down. Both of these options are very doable via other apps on the market, sadly without all of you bells and whistles.  

My point is, you guys are so close to making a dominating app in this field.  I don’t believe anyone has beaten you yet, but if you don’t act soon by doing what you competitors are doing and adding in an automatic sleep detection function, it may only be a matter of time till you take that final long snooze."
Ivtec2007,2021-11-01 18:20:53-07:00,1,0,What happened to the free 7 day trial?,"I was going to give this a shot during the free 7 day window, but instead I was billed immediately. I’ve deleted the app, please refund my money."
shaakirm,2021-11-01 14:54:40-07:00,1,0,Crashes on Apple Watch series 7,Crashes on Apple Watch series 7 every time I open it on latest watch OS 8.1
Hogr7,2021-11-01 05:05:48-07:00,3,0,Randomly shuts off,I’ve used this app for years and I love it. But lately it just turns off in the middle of the night sometimes. So I don’t recommend it for an alarm if you need to rely on it.
ErikG94,2021-10-30 13:58:16-07:00,3,0,Battery health in danger?,"I’ve been using this app for over a year now and I like it as I don’t need to sleep wearing my Apple watch at night. However, the battery health of my iPhone 11 pro has decreased dramatically in just a few months, and I’m wondering if using this app may be the reason."
Martevious,2021-10-30 06:26:35-07:00,1,0,Not worth it,"It is not accurate. I get up in the middle of the night, and it doesn’t record that I was awake at that time; if it isn’t accurate with that, how can I trust the accuracy of anything else the app records?
   Also, customer service is TERRIBLE.!!! I finally found, after a long roundabout search, that if you go to their online site, you can actually leave a message with customer service. You can’t do this on the app unless your question is one of the ones which is already listed there. 
   I have heard zero back from them regarding my question. It leaves a person feeling totally helpless when you have a problem with the app. 
  Very, very poor service for something I am paying for."
JustinK222,2021-10-29 10:35:28-07:00,1,0,Scam,If you plan on getting this app so you can hear what noises you make in your sleep. Dont unless you wanna pay $25 because it wont let you listen to the recordings unless you pay.
kouuuurt,2021-10-28 19:29:57-07:00,5,0,Love it,"I’ve been using this app for over 2 years now, it’s just become part of my nightly routine!"
KnightFTX,2021-10-28 07:43:36-07:00,1,0,Too Many Bugs Lately,"So the app crashed last night while I was asleep, causing me to be late to work.  Very unacceptable in my line of work.  This combined with the accelerometer snooze not working intermittently has caused me to stop using the app.  There’s just too many bugs with the recent updates.  All I need is an alarm clock that fades in using my own music and has the shake snooze function.  I don’t need any other features.  This app has failed in those basic requirements."
Stormey919191,2021-10-26 10:01:13-07:00,2,0,Something has changed,"I’ve been using this app for years now and I swore by it. I trusted it more than the apple alarm. But recently, it has stopped working in the middle of the night where it shuts off as if the alarm was never set (it definitely was) or it will say that I only slept for 3 hours or so. 

Now I’m scared to use it because I can’t trust that it will go off when it’s supposed to. Sometimes it does, sometimes it doesn’t. I’m not willing to risk that."
trentonlemieux,2021-10-26 04:19:19-07:00,5,0,Sleep cycle I love it!,I really like this app because it always catches me in the good mood and I don’t have to use my regular annoying alarm it’s great I recommend this app.
bestest reviewer,2021-10-24 21:06:52-07:00,5,0,Love this app!,I recommend sleep cycle to other because it's great! The only think I have a problem with is I'm unable to pause it or something similar if I wake up. I don't want to take my phone with me if I have to use the restroom at night but if I leave it alone it thinks I'm still asleep. I also don't want to turn it off and back on if I need a drink or bathroom break. The app is great just wish I could pause it. Also I'm not sure if it's possible but when the watch and app are synced it'd be awesome for the alarm I set on my phone to also vibrate on my watch in the morning!
meecxly,2021-10-24 07:28:38-07:00,5,0,When does it wake you up?,I haven't used the app to wake me up yet but I had a question of when it wakes you up. I understand that it's supposed to wake you up in your lightest phase but I'm wondering when that is. Does it wake you up earlier than your set alarm or later?
MrsMommyS,2021-10-22 09:11:40-07:00,1,0,Completely INACCURATE & USELESS,"My phone is 24 inches away from my head when I sleep and at least 48 inches away from my husband. And yet the recordings are usually of my husband snoring, my husband sleeping, and other noises in the room like the dog or water running in the bathroom.
What is not helpful about this app, is that it thinks I am sleeping when I am not. There are many nights when I lie awake and in the morning I noticed the app thinks that I have been sleeping. As far as I am concerned this is completely useless. Therefore, I will be deleting it."
elevatedinvestor,2021-10-22 04:02:15-07:00,5,0,Had the app since day one,"I purchased this app when it first came out, I think 8 years ago? It’s been so long. Either way, I love it. The detail, the diagrams, and the functionality. It helps me prioritize sleep! It’s hands down the best sleep logging app you can get. I recommend the paid version 1000%"
brownskinnn liyah,2021-10-21 22:09:54-07:00,5,0,Question,"Where do I go to, to listen to my sounds?"
cowgirlbob,2021-10-21 20:01:42-07:00,1,0,What happened?,"I used to have the pay version of this app and loved it. But over a year ago, it sometimes suddenly stopped working overnight and the alarm wouldn’t go off. I unsubscribed, but still used it, along with a separate alarm app, to track my sleep. Unfortunately, they have never fixed it. It now shuts off overnight (usually after three or four hours of sleep) more than it tracks, so I don’t get accurate information. After over five years as a loyal user, I am giving up on it and looking for better options. The sleep tracking function is important to me, and I have tried everything that they suggested (close all other apps and don’t charge overnight). I wish they would have fixed it when it first started having problems, but this has gone on much too long. I need to find a sleep tracker that actually works."
David Ensley,2021-10-21 17:56:09-07:00,5,0,Best way to wake,"Five stars for the alarm that senses the best time to wake you ever so gently. All the other features are worthless to me, but you really should try this smart and pleasant alarm."
twin-argonauts,2021-10-21 08:23:07-07:00,3,0,Inaccurate time asleep,"I really like this app and want to give it a chance, but it regularly severely misjudges my time asleep (sometimes up to two hours). It lists me as awake around the same time each morning, even while recording my snoring! This is probably because the AC and movement outside my window gets a bit noisier, but it’s disappointing to get data this inaccurate."
lost-city-girl,2021-10-21 04:56:48-07:00,5,0,amazing app!!,"i was skeptical of sleep cycles at first, but on only the first morning of using it, i noticed that i wasn’t tired at all!! here is how it works:

so you put in the time you need to wake up by (for me that is 6:00 am) and it makes a 30 minute window (so it would wake me up somewhere between 5:30 and 6). then, when you go to bed, you click start. i think it also has a 30 minute cushion for the time it takes you to fall asleep. (developers: if i am wrong here you should add this)

if you give it permission, the app will also open your microphone while running and track your sleep patterns through your breathing. you can always turn off this feature if you don’t like it.

there are also two other ways to use the app: as a normal alarm, and with no alarm but only a sleep analysis.

anyways, the body sleeps in cycles. so when you’re asleep you’re not actually fully asleep for like 80% of the time. the app puts together the time you went to bed with your sleep cycles so that it wakes you up while you’re in light sleep.

for me, a heavy sleeper and someone who takes an hour to get out of bed in the morning, (no joke, i’m late to class a lot) this app is extremely helpful.

if you read until here, i hope you decide to get this app. the developers have clearly worked very hard on it and deserve downloads for this magical wizardry. :) have a good day/night!"
izzystizzy,2021-10-21 02:36:11-07:00,5,0,Thank you!,Very great resource for waking up in the morning.
PeteKane2012,2021-10-21 02:31:02-07:00,5,0,I’ve used it for three years,I like tracking the hours I sleep and the alarm feature of the app. It’s also good that it gives me my heart rate. Awesome app
Flipped oner,2021-10-20 13:21:38-07:00,2,0,What happened to Heartbeat on the daily chart,"Great!  The most valuable feature is gone and you only get an average of each day?  Because of heart issues, I use this to track what is happening nightly. I do y need to hear every snore, but I do want a minute by minute tracking of heart rate."
im2strongtobreak,2021-10-19 19:37:48-07:00,5,1,I like it,I enjoy seeing how I have slept through the night and the best feature is by far the easy wake up feature. My only request can we get MORE MUSIC? It definitely helps to fall asleep! Maybe you can get together with Spotify?!?!
Katybella77,2021-10-19 17:45:44-07:00,5,0,I love this app!!!!,"This app is truly awesome!!! It helps me regulate sleep, let’s my choose music to wake up to, and connects to my Apple health in an instant!!! I like this app so much, I even signed up for the life cycle app!!!!! And that app is amazing as well!!!! However, since the iOS 15 update, life cycle hasn’t been working properly!!! We noticed the the developers pay a lot of attention to the reviews on this app, and not so much life cycle app. I am not joking when I tell you I love these apps!!! Developers- please fix the glitch! Thank you. 

A Happy, but frustrated, Customer"
Sleep Cycle Hater 😈,2021-10-19 11:44:20-07:00,1,0,This app is so bad my mom jumped out a window,"This app is so bad its ugly and when I first opened it my eyes started bleeding. As if that wasn’t enough it started asking me for $30. INSANE PRICES!!!!! Do not get this app it has caused me deep issues. For example my mom turned on my phone and then jumped out the window because of how ugly this app is. I was very sad, do not get this poor excuse of an app!!! Unless you are looking to make someone rip there eyes out"
Jsielke,2021-10-19 05:53:51-07:00,1,0,Web Chart gone!,"I had used Sleep Cycle for a long time. One of the things I liked was the availability of a chart on the web page. I renewed my Premium subscription in May, and starting in June, no more chart on web page! You can bet I won’t renew again!"
