타임스탬프,나이가 어떻게 되시나요?,성별이 어떻게 되시나요?,현재 어떤 신분이신가요?,수면과 관련하여 어려움을 겪으시나요?,스마트 워치를 사용하시나요?,스마트 워치를 차고 주무시나요?,수면 어플을 써보신 적이 있으신가요?,어떤 어플을 쓰셨나요?,어플을 사용하신 이유가 무엇인가요?,가장 잠이 필요한 시기나 순간은 언제인가요? (ex. 시험 기간),잠을 잘 못 잘 때 어떤 방법으로 해결하시나요?,가장 잠이 필요한 시기나 순간은 언제인가요? (ex. 시험 기간),잠을 잘 못 잘 때 어떤 방법으로 해결하시나요?
12-9-2021 0:09:37,21,여성,학생,3,아니오,아니오,아니오,,,,,시험 기간,눈감고있기
12-9-2021 0:12:06,24,남성,학생,8,예,예,아니오,,,,,"시험기간, 다음날 일찍 일어나야할때",일단 눈감고 그냥 있다가 정 잠이 안오면 핸드폰 보다가 자연스럽게 잠든다
12-9-2021 0:13:44,20,남성,학생,1,아니오,아니오,아니오,,,,,시험 기간,자려고 노력한다
12-9-2021 0:14:22,21,여성,학생,3,아니오,아니오,아니오,,,,,아플때,잠이올때까지 영상을본다
12-9-2021 0:16:16,24,남성,학생,6,아니오,아니오,아니오,,,,,평소,스마트폰
12-9-2021 0:18:13,24,여성,학생,9,예,예,네,슬립사이클,"수면 모니터링, 수면 분석 리포트",매일,지칠때까지 휴대폰보거나 눈감고 잠 유도,,
12-9-2021 0:19:04,22,남성,학생,7,예,예,네,미밴드,"수면 모니터링, 수면 분석 리포트",일상,밤샘,,
12-9-2021 0:20:48,20,여성,학생,4,예,예,아니오,,,,,"시험기간,중요한 일 앞둔 날",백색소음혹은 asmr 듣기
12-9-2021 0:29:21,24,여성,시험 준비생,8,아니오,아니오,아니오,,,,,시험 기간,잠이 올때까지 기다려요
12-9-2021 0:31:50,22,여성,학생,10,예,예,아니오,,,,,"피곤할때, 밤을 많이 새야하는 기간",해결을 못 하고 있음
12-9-2021 0:32:54,24,여성,학생,4,아니오,아니오,아니오,,,,,피곤할때,유튜브 최면영상을 틀면 바로 잠이 들거나 무서운이야기를 해주는 영상을 틀어놓는다
12-9-2021 0:33:21,23,여성,학생,8,예,아니오,아니오,,,,,"시험기간, 외출 안하고 집에만 있는날",딱히 없습니다
12-9-2021 0:35:24,22,여성,학생,3,예,아니오,아니오,,,,,시험기간,낮잠
12-9-2021 0:37:02,21,여성,학생,7,예,예,아니오,,,,,전날 푹 자지 못했을 때,누워서 눈을 감고 내일 할 일을 간단하게 정리해본다
12-9-2021 0:38:15,28,여성,취준생,8,예,아니오,네,오토슬립,"알람, 수면 모니터링, 수면 분석 리포트",바쁘고 지친 날,"이북 읽기, 수면 유도 음악 듣기",,
12-9-2021 0:41:07,21,여성,학생,8,아니오,아니오,아니오,,,,,평소에 늘,수면 asmr을 튼다
12-9-2021 0:43:43,22,여성,학생,10,아니오,아니오,아니오,,,,,언제든 밤에..,그냥 늦게 자고 피곤합니다
12-9-2021 0:45:47,21,여성,학생,8,아니오,아니오,아니오,,,,,"시험기간, 운동 가기 전",유튜브 잠박사 영상을 틀고 잔다
12-9-2021 0:47:35,21,여성,학생,3,아니오,아니오,아니오,,,,,스트레스 받을 때,최대한 몸에 힘을 빼고 잡생각을 버리려 함
12-9-2021 0:49:17,21,여성,학생,4,아니오,아니오,네,오토슬립,수면 분석 리포트,시험 기간,커피를 마심,,
12-9-2021 0:53:12,22,여성,학생,8,아니오,아니오,아니오,,,,,매일 (잠에 잘 들지 못하고 잘 깨지도 못함),잔잔한 노래를 틀어놓고 눈을 감고 있는다
12-9-2021 0:54:15,24,남성,학생,8,아니오,아니오,아니오,,,,,시험전날이나 아침일찍 수업이 있는경우전날,유튜브로 asmr을 들으면서 잠에 듭니다
12-9-2021 0:54:55,23,남성,학생,6,아니오,아니오,아니오,,,,,시험기간,눈을 감는다
12-9-2021 0:57:23,26,여성,학생,8,예,아니오,네,슬립사이클,알람,평일,그런 적은 거의 없는 것 같다... 정말 못 자면서 빨리 자야되는 경우라면 평화로운 음악을 틀고 눈을 감는다.,,
12-9-2021 1:00:11,22,여성,학생,7,아니오,아니오,아니오,,,,,시험 기간,눈 감고 누워있기
12-9-2021 1:04:28,24,여성,학생,6,아니오,아니오,네,기억안남,수면 분석 리포트,자는 시간이 미뤄졌을때 필요해요 적어도 2시엔 자고싶은데 4시 5시까지 못잔다든지...,핸드폰이나 음악듣기,,
12-9-2021 1:05:15,21,여성,학생,10,아니오,아니오,아니오,,,,,시험기간,잠이 올 때까지 휴대폰을 합니다
12-9-2021 1:07:29,21,여성,학생,4,아니오,아니오,아니오,,,,,"시험기간, 다음날 일하는날",폰 블루라이트 모드을 끄고 하다가 잠듦
12-9-2021 1:09:20,22,여성,학생,6,예,아니오,아니오,,,,,우울할 때,그냥 누워있음
12-9-2021 1:09:45,21,남성,학생,9,아니오,아니오,아니오,,,,,평상시,폰을 본다
12-9-2021 1:11:40,24,여성,학생,6,아니오,아니오,네,필로우,수면 모니터링,아침 일찍 출근이 예정되어 있을 때,최대한 편한 자세로 눕고 생각을 비운다.,,
12-9-2021 1:17:32,20,여성,학생,6,아니오,아니오,네,슬립사이클,수면 분석 리포트,"시험기간, 중요한 약속",Asmr을 계속 듣는다,,
12-9-2021 1:19:20,20,여성,학생,9,아니오,아니오,아니오,,,,,시험기간,Asmr
12-9-2021 1:26:57,22,남성,학생,8,아니오,아니오,아니오,,,,,매일 규칙적으로,그냥 누워있기
12-9-2021 1:40:58,22,여성,학생,6,예,아니오,아니오,,,,,"시험 기간, 방학과 같이 자유가 많은 시간은 규칙적 잠이 필요함",일어나서 다른 일을 한다
12-9-2021 1:43:41,22,여성,학생,6,예,아니오,아니오,,,,,새벽에 폰만 볼 때,asmr 틀기
12-9-2021 1:49:21,20,남성,학생,9,아니오,아니오,아니오,,,,,시험기간,"잠을 안자요 ,, 그냥 끙끙 대다 자요 어느새"
12-9-2021 1:52:23,20,여성,학생,8,아니오,아니오,아니오,,,,,시험기간,노래를 듣는다
12-9-2021 1:53:42,26,여성,프리랜서,8,아니오,아니오,네,코골이 어플,"수면 모니터링, 수면 분석 리포트, 코골이, 이갈이 등 녹음",사업추진기간,커피 밀크티 타피오카펄버블티,,
12-9-2021 1:55:53,23,여성,학생,2,아니오,아니오,아니오,,,,,너무 바쁜스케줄일때,한꺼번에 몰아자기
12-9-2021 1:56:03,23,남성,학생,1,아니오,아니오,아니오,,,,,운동 후,잠들려고 노력합니다. 양도 세요!
12-9-2021 1:56:15,21,여성,학생,7,예,예,아니오,,,,,중요한 시험 전날,지루한 영상 틀어놓기
12-9-2021 1:59:57,23,여성,학생,8,예,예,아니오,,,,,시험기간,낮잠을잔다
12-9-2021 2:01:37,22,여성,학생,8,예,예,아니오,,,,,일상,양을 센다
12-9-2021 2:06:59,21,여성,학생,2,아니오,아니오,아니오,,,,,"시험 기간, 카페인 섭취가 많은 날","asmr듣기, 노래듣기"
12-9-2021 2:11:41,22,여성,학생,9,예,아니오,아니오,,,,,방학,유튜브
12-9-2021 2:28:33,22,여성,학생,8,예,예,아니오,,,,,시험기간 혹은 밤샘 후,자지 않음
12-9-2021 2:32:44,29,남성,학생,5,아니오,아니오,아니오,,,,,시험기간,유튜브를 봅니다
12-9-2021 2:34:41,21,여성,학생,4,아니오,아니오,아니오,,,,,시험기간,노래듣습니다
12-9-2021 2:38:21,23,여성,학생,9,아니오,아니오,아니오,,,,,오전알바가기 전날,그냥 눈만 감고 있는다.
12-9-2021 2:53:01,23,남성,학생,6,아니오,아니오,아니오,,,,,새벽2시,유튜브
12-9-2021 2:57:52,23,남성,학생,8,아니오,아니오,아니오,,,,,항상,지쳐서 잠듬
12-9-2021 3:06:00,24,여성,학생,8,예,아니오,아니오,,,,,다음날 오전수업과 같이 졸지 않고 집중해야하는 오전 스케쥴이 있을때,그냥 안 자고 졸릴 때까지 있다가 덜 자고 일어나 다음날 하루를 보낸다...
12-9-2021 3:07:41,20,여성,학생,3,예,예,네,필로우,"수면 모니터링, 수면 분석 리포트",피곤해서 낮잠 잘 때,억지로 잠들려 하면 가위눌림,,
12-9-2021 3:08:08,23,여성,학생,8,예,아니오,아니오,,,,,오전 일정에 중요한 일이 있는 시즌,졸릴때까지 그냥 안자고 다른 일을 한다
12-9-2021 3:09:10,20,여성,학생,7,아니오,아니오,아니오,,,,,"불안할때, 외로울 때",휴대폰 잠 관련 유튜브
12-9-2021 3:09:13,20,여성,학생,3,아니오,아니오,아니오,,,,,항상,박카스를 마시면서 밤을 새운다.
12-9-2021 3:14:34,24,남성,학생,4,예,아니오,아니오,,,,,아침수업 전날밤,새벽에 억지로 자던가 아침까지 안자기
12-9-2021 3:16:36,20,여성,학생,4,예,아니오,아니오,,,,,"시험기간,알바가기전",잔잔한 노래를 듣거나 asmr
12-9-2021 3:20:16,20,남성,학생,7,아니오,아니오,네,슬립지,"수면 모니터링, 수면 분석 리포트",시험 준비 중,"일부러 현재보다 조금 덜 자서 각성 유도, 
낮의 5분 쪽잠, 
시험 끝난 후를 상상하며 행복회로 돌려 희망 주기",,
12-9-2021 3:23:38,21,여성,학생,10,아니오,아니오,아니오,,,,,밤,휴대폰 끄기
12-9-2021 3:24:18,20,여성,학생,8,아니오,아니오,아니오,,,,,평일마다 필요하지만 특히 시험기간에 가장 필요,유튜브에 수면유도 영상 틀어두기
12-9-2021 3:27:34,22,여성,학생,4,아니오,아니오,아니오,,,,,시험기간☆☆☆☆,카페인으로 최대한 버텨본다
12-9-2021 3:30:50,20,여성,학생,10,아니오,아니오,네,오토슬립,알람,시험,구냥 눈 감는다,,
12-9-2021 3:31:10,25,여성,취준생,7,아니오,아니오,아니오,,,,,시험 기간,잠 들때까지 어거지로 자요
12-9-2021 3:36:40,23,여성,학생,6,아니오,아니오,아니오,,,,,시험 기간,유튜브를 본다 가끔 ASMR 듣는다
12-9-2021 3:50:46,23,여성,학생,9,예,예,아니오,,,,,늘.. 시험기간에는 더 심합니다,그냥 안자요
12-9-2021 3:51:21,24,여성,학생,9,예,예,아니오,,,,,거의 매일,늦게까지 유튜브 시청하다 매우 졸릴경우 잠듬
12-9-2021 4:08:35,26,남성,학생,8,예,예,아니오,,,,,새벅 3~4시 잠들어야하는데 안들띠니,집들어와서 1시간 쪽잠
12-9-2021 4:08:44,21,여성,학생,4,아니오,아니오,아니오,,,,,"시험 기간, 다음날 오전 수업 있을 때",무작정 눈을 감는다
12-9-2021 4:19:16,22,여성,학생,10,아니오,아니오,네,슬립사이클,"알람, 수면 모니터링, 수면 분석 리포트",학기 중. ,안잔다.,,
12-9-2021 4:20:36,25,여성,학생,8,예,아니오,아니오,,,,,시험 기간,가만히 멍 때린다
12-9-2021 4:42:32,27,여성,취준생,8,예,예,아니오,,,,,자다가 새벽에 갑자기 깨서 못자는 상태일 때,일단 누움
12-9-2021 4:53:28,28,여성,학생,10,아니오,아니오,아니오,,,,,시험기간,하루 밤새기
12-9-2021 5:05:27,21,여성,학생,3,예,예,네,슬립사이클,"알람, 수면 모니터링, 수면 분석 리포트",일정이 많아 오래 못잤을 때,시간을 쪼개서 졸거나 잡니다…,,
12-9-2021 5:34:54,20,남성,학생,4,아니오,아니오,아니오,,,,,"시험기간, 건축 마감 기간",잠으로 피곤함을 없애지 못할 때 최소한의 움직임이나 자연과 함께 하는 방법으로 휴식
12-9-2021 5:35:49,25,남성,학생,8,아니오,아니오,아니오,,,,,잠의 부족보다는 수면 패턴이 불규칙하다. 특히 시험기간과 방학때 알바 안하면 3일에 2번정도 자는것 같다,핸드폰
12-9-2021 6:37:50,22,여성,학생,6,아니오,아니오,아니오,,,,,시험기간 직전,밤을 샌다
12-9-2021 6:42:33,20,여성,학생,8,아니오,아니오,아니오,,,,,시험 기간,누워서 눈 감고 있습니다
12-9-2021 6:43:11,22,여성,학생,10,예,예,아니오,,,,,알바 끝난 직후,밥을 먹는다
12-9-2021 6:56:47,22,여성,학생,9,아니오,아니오,아니오,,,,,새벽에 깼을 때,"숙면 유도 음악을 듣거나, 말랑한 인형을 안고 자려고 해요."
12-9-2021 7:42:36,22살,남성,학생,7,아니오,아니오,아니오,,,,,시험기간,양을 셉니다
12-9-2021 7:45:14,22,남성,학생,5,아니오,아니오,아니오,,,,,시험기간,커피
12-9-2021 7:46:32,22,여성,학생,8,아니오,아니오,아니오,,,,,중요한 일정 전날,잔잔한 노래 감상
12-9-2021 8:00:11,22,여성,학생,8,아니오,아니오,아니오,,,,,과제수행,잠이 올 때 까지 논다
12-9-2021 8:25:34,20,여성,학생,10,아니오,아니오,아니오,,,,,매일,유튜브로 수면 유도 음악을 잠이 들 때까지 몇 시간 정도 반복해 둔다
12-9-2021 8:26:03,23,남성,학생,7,예,예,아니오,,,,,항상 규칙적 수면 원함,라디오를 소리를 작게 틀어놓음
12-9-2021 8:39:57,20,여성,학생,10,아니오,아니오,아니오,,,,,매일,"수면안대 착용, 인형 안고 잠"
12-9-2021 8:42:00,26,남성,학생,7,예,예,네,슬립사이클,"수면 모니터링, 수면 분석 리포트",다음날 중요한 일 있을 때,"수면 asmr, 수면유도제, 졸릴 때까지 핸드폰",,
12-9-2021 8:44:07,20,여성,학생,6,예,아니오,아니오,,,,,시험기간,커피마시기
12-9-2021 8:49:30,22,남성,학생,5,아니오,아니오,아니오,,,,,11시30분,가만히 누워있눈다
12-9-2021 8:58:59,20,여성,학생,4,예,예,네,오토슬립,수면 분석 리포트,일찍 자야되는 걸 알면서 3-4시까지 못 잘 때,휴대폰 하다가 잠이 다 날라가요,,
12-9-2021 9:06:57,20,여성,학생,8,아니오,아니오,아니오,,,,,학기 중,다른 일을 하다가 피곤해지면 잠
12-9-2021 9:13:59,20,여성,학생,8,아니오,아니오,아니오,,,,,아침,그냥 누워 있는다
12-9-2021 9:30:14,24,남성,학생,7,예,예,아니오,,,,,시험기간,asmr틀고잠
12-9-2021 9:32:52,23,여성,학생,7,아니오,아니오,아니오,,,,,시험기간,잠올때까지 누워있기
12-9-2021 9:33:16,22,여성,학생,5,아니오,아니오,아니오,,,,,"시험기간, 생리중",그냥 눈 계속 감고 있기
12-9-2021 10:08:57,28세,남성,학생,8,아니오,아니오,아니오,,,,,저녁 식사 직후,"옆으로 돌아눕기, 책읽기 등"
12-9-2021 10:11:35,22,여성,학생,7,아니오,아니오,아니오,,,,,항상 새벽에 잠을 잘 못 잔다,조용하고 어둡고 포근한 수면환경을 만드려고 노력
12-9-2021 10:17:52,21,여성,학생,3,아니오,아니오,아니오,,,,,"시험 기간, 생리 전",누워서 잠이 오도록 기다린다
12-9-2021 10:19:17,21,여성,학생,2,아니오,아니오,아니오,,,,,시험 기간,잔잔한 음악을 듣는다
12-9-2021 10:39:38,23,여성,학생,7,아니오,아니오,아니오,,,,,시험기간,쉼호흡
12-9-2021 10:45:10,21,여성,학생,8,아니오,아니오,네,스노어랩,"알람, 코골이, 이갈이 등 녹음",학기 중,계속 앉아있고 물을 수시로 마신다,,
12-9-2021 10:48:20,23,여성,학생,2,아니오,아니오,아니오,,,,,"시험, 과제기간",졸릴때까지 있습니다
12-9-2021 10:48:29,21,여성,학생,10,예,예,아니오,,,,,평소에,그냥 안잔다
12-9-2021 10:49:10,23,여성,학생,7,아니오,아니오,네,슬립사이클,수면 유도,"시험 기간, 새벽 4시 이후",ASMR을 듣거나 영상물 보면서 피곤하게 만들어 잠을 자는 편,,
12-9-2021 10:59:51,22,남성,학생,8,예,예,아니오,,,,,다음날 일찍 일정이 있을때,카페인 섭취
12-9-2021 11:01:49,24,여성,취준생,4,예,예,아니오,,,,,시험 기간,해결 방안 찾지 못함
12-9-2021 11:02:05,24,여성,학생,6,아니오,아니오,아니오,,,,,"시험기간, 중요한약속전",바른자세로 누워서 잘려고 노력
12-9-2021 11:05:55,24,남성,학생,3,예,예,네,오토슬립,"수면 모니터링, 수면 분석 리포트",커피마시고 잠이 안올 때,책을 읽는다,,
12-9-2021 11:07:45,22,여성,학생,4,아니오,아니오,아니오,,,,,시험 기간,안 잠(다른 일을 함)
12-9-2021 11:13:09,25,남성,학생,7,아니오,아니오,아니오,,,,,"시험 기간, 발표 앞두고",유튜브를 보다 잠이들어요
12-9-2021 11:13:30,24,남성,학생,10,아니오,아니오,아니오,,,,,"시험기간, 평일날",앉아서 기다린다
12-9-2021 11:15:35,27,남성,직장인,8,예,아니오,아니오,,,,,내일 일찍 출근해야 할때,명상 어플을 이용한다.
12-9-2021 11:17:33,25,여성,프리랜서,8,예,예,네,슬립사이클,"수면 모니터링, 수면 분석 리포트, 코골이, 이갈이 등 녹음",몸이 안 좋을 때,비행기 asmr 10시간 짜리를 틀어놓고 몸에 힘을 최대한 빼본다,,
12-9-2021 11:27:41,23,여성,학생,4,아니오,아니오,아니오,,,,,"방학교외집중근로, 시험기간",먹는 것으로 에너지를 채웁니다
12-9-2021 11:31:13,24,여성,학생,7,아니오,아니오,네,슬립사이클,"수면 모니터링, 수면 분석 리포트","다음날 중요한 일정이 있는 날 ( 시험기간, 여행, 약속 등)","잠 올때까지 해야할 일 하기, 핸드폰 하기",,
12-9-2021 11:31:26,21,여성,학생,9,예,아니오,네,오토슬립,수면 모니터링,시험기간,유튜브로 asmr이나 긴 동영상 틀어놓고 잡니다,,
12-9-2021 11:32:46,23,남성,학생,9,아니오,아니오,아니오,,,,,"항상, 특히 시험기간",하루를 밤새거나 잘 때까지 뒤척인다
12-9-2021 11:33:56,22,여성,프리랜서,7,아니오,아니오,네,슬립사이클,"수면 분석 리포트, 코골이, 이갈이 등 녹음",다음날 오전 스케줄 있을때,"유튜브틀어놓기(무한도전,톰과제리,,,)",,
12-9-2021 11:40:57,20,여성,학생,4,아니오,아니오,아니오,,,,,시험기간, 유튜브에서 asmr 영상 틀어놓고 잔다
12-9-2021 11:46:00,23,여성,학생,8,아니오,아니오,아니오,,,,,다음날 오전에 일정이 있는데 잠을 못잘때,유튜브 수면영상 틀기
12-9-2021 11:50:24,20,여성,학생,8,아니오,아니오,아니오,,,,,"시험 기간, 새벽 ",
12-9-2021 11:57:39,23,여성,시험 준비생,8,아니오,아니오,아니오,,,,,시험기간,"수면asmr, 밤샘"
12-9-2021 12:03:56,24,여성,시험 준비생,10,예,예,네,삼성헬스 슬립타운,"알람, 수면 모니터링, 수면 분석 리포트",매일..,유튜브 브레이너제이 영상 틀어놓고 자요,,
12-9-2021 12:04:52,21,여성,학생,7,예,예,네,슬립지,"수면 모니터링, 수면 분석 리포트",수면 패턴이 바뀌었을 때 돌리기 위해,눈만 계속 감고 있고 잠들 때까지 기다립니다,,
12-9-2021 12:07:03,20,여성,학생,7,아니오,아니오,아니오,,,,,시험 전날이나 시험기간,밤을 새거나 최대한 자려고 노력한다
12-9-2021 12:08:13,20,여성,학생,8,아니오,아니오,아니오,,,,,평소,계속 누워있는다
12-9-2021 12:09:42,20,여성,학생,3,예,아니오,네,필로우,"수면 모니터링, 수면 분석 리포트",시험 기간,,,
12-9-2021 12:12:16,21,여성,학생,9,아니오,아니오,아니오,,,,,시험준비기간,휴대폰을 보다가 잔다
12-9-2021 12:14:03,22,남성,학생,8,아니오,아니오,아니오,,,,,시험,누워있기
12-9-2021 12:17:24,22세,여성,학생,10,예,아니오,아니오,,,,,시험기간,"ASMR을 듣거나, 명상을 한다"
12-9-2021 12:19:25,26,남성,학생,8,아니오,아니오,아니오,,,,,업무가 밀렸을 때,카페인 음료
12-9-2021 12:20:16,22,여성,학생,7,아니오,아니오,아니오,,,,,시험 기간,"4-7-8호흡, 운동, 스트레칭, 책읽기"
12-9-2021 12:25:15,21,여성,학생,1,아니오,아니오,아니오,,,,,쉴때,Asmr
12-9-2021 12:32:14,22,여성,학생,5,아니오,아니오,아니오,,,,,시험기간,눈 감고 온 신경을 잠에 집중하려고 노력
12-9-2021 12:35:19,20,여성,학생,7,아니오,아니오,아니오,,,,,알바 가는 / 통학하는 전날,독서
12-9-2021 12:40:10,21,남성,학생,6,예,아니오,아니오,,,,,시험기간,폰
12-9-2021 12:43:09,만 24세,여성,학생,8,예,예,네,슬립사이클,"알람, 수면 모니터링","시험기간, 매주 월요일",침대에 누워 눈이라도 감고 있으려고 함,,
12-9-2021 12:46:43,29,남성,학생,10,예,예,아니오,,,,,항상 밤에 자고싶음,유튜브자장가
12-9-2021 12:51:53,23,여성,학생,9,아니오,아니오,네,슬립모니터,"수면 모니터링, 수면 분석 리포트",시험 기간,수면제,,
12-9-2021 12:52:04,25,남성,취준생,8,아니오,아니오,아니오,,,,,항상,지루한 라디오나 유튜브등을 틀고 듣는다
12-9-2021 12:56:37,21,여성,학생,3,아니오,아니오,네,슬립사이클,"알람, 수면 모니터링, 수면 분석 리포트","시험기간, 밤낮 바뀔 때",간단히 운동을 하거나 씻는다,,
12-9-2021 13:01:52,22,여성,학생,7,예,아니오,아니오,,,,,평일 (알바 출근),잠이 올 때까지 깨어 있는 편
12-9-2021 13:02:55,20,여성,학생,2,예,예,네,오토슬립,수면 분석 리포트,시험 기간,유튜브 수면유도 음악 듣기,,
12-9-2021 13:16:24,24,여성,직장인,5,아니오,아니오,아니오,,,,,항상,배를 따뜻하게 하고 잔다
12-9-2021 13:24:00,21,남성,학생,8,아니오,아니오,아니오,,,,,매번,억지로 피곤하게 한 후 잔다
12-9-2021 13:24:41,21,여성,학생,5,예,예,아니오,,,,,시험기간,억지로 눈을 감고 자려고 노력함.
12-9-2021 13:25:05,20,여성,학생,8,예,아니오,네,런타스틱 슬립베터(지금은 서비스 종료함),알람,푹 잘때,,,
12-9-2021 13:31:08,21,여성,학생,4,아니오,아니오,아니오,,,,,"알바 끝나고, 운동 끝나고...",유튜브에 n시간 취침 검색해서 나오는 영상 틀어두고 잠드는 편입니다!
12-9-2021 13:32:11,24,여성,학생,4,아니오,아니오,네,오토슬립,알람,시험 기간,유튜브 수면영상 시청,,
12-9-2021 13:36:15,20,남성,학생,9,예,아니오,아니오,,,,,지금,여유있는 시간에 다시 잡니다
12-9-2021 13:42:02,23,여성,학생,8,예,예,네,오토슬립,알람,시험기간,그냥 누워있는다 (호흡 느리게),,
12-9-2021 13:52:37,20,남성,학생,7,아니오,아니오,아니오,,,,,일정이 있는 전날 밤,뒤척이다가 계속 다른 장소에서 자려고 시도함
12-9-2021 13:56:46,20,여성,학생,7,아니오,아니오,아니오,,,,,다음날 아침 일찍 일정이 있는 경우,잠이 올 때까지 핸드폰을 한다
12-9-2021 14:01:58,25,남성,학생,4,아니오,아니오,아니오,,,,,평일,유튜브 틀어놓고 잔다
12-9-2021 14:15:12,25,남성,학생,6,아니오,아니오,아니오,,,,,매일매일 컨디션을 유지하기 위해서,일단 누워서 가만히 있습니다
12-9-2021 14:16:07,27,남성,학생,8,예,예,아니오,,,,,시험기간,수면유도제
12-9-2021 14:19:28,21살,여성,학생,7,아니오,아니오,아니오,,,,,대면수업 전 날,안대를 쓰고 잔다
12-9-2021 14:25:19,25,남성,학생,8,아니오,아니오,아니오,,,,,다음날 오전 일정이 있을 경우,유튜브 틀어놓고 잠드려고 노력한다
12-9-2021 14:26:03,20,여성,학생,6,아니오,아니오,아니오,,,,,시험기간,눈감고누워있음
12-9-2021 14:29:08,20,여성,학생,1,아니오,아니오,아니오,,,,,밤,유튜브
12-9-2021 14:30:39,23,여성,취준생,4,아니오,아니오,아니오,,,,,면접 하루 전날,"유튜브로 asmr 듣습니다(ex. 미니유 asmr, 데이나 asmr)"
12-9-2021 14:32:27,22,여성,학생,8,아니오,아니오,네,슬립사이클,수면 유도,스트레스가 많을 때,밤을 지새움,,
12-9-2021 14:45:37,20,여성,학생,7,아니오,아니오,아니오,,,,,술먹고,기다린다
12-9-2021 14:48:14,22,여성,학생,3,아니오,아니오,아니오,,,,,시험기간,
12-9-2021 14:56:29,22,여성,학생,8,아니오,아니오,아니오,,,,,새벽 혹은 밤,조금 시끄러운 유튜브 영상을 틀어놓고 이어폰 끼고 자려고 노력한다.
12-9-2021 14:56:33,23,여성,학생,7,아니오,아니오,아니오,,,,,매일 규칙적인 수면시간이 필요함,운동하고 평소보다 많이 움직이기
12-9-2021 14:57:03,24,남성,학생,8,아니오,아니오,아니오,,,,,시험 기간,쪽잠
12-9-2021 14:57:18,21,여성,학생,8,아니오,아니오,아니오,,,,,일요일,무드등키기
12-9-2021 15:02:19,22,남성,학생,7,아니오,아니오,네,슬립사이클,수면 유도,"시험 기간, 평소에도 진짜 절실",아떻게든 편한 자세를 취해서 잠을 청하려고 한다,,
12-9-2021 15:04:23,22,여성,학생,5,아니오,아니오,아니오,,,,,시험기간,다음날 혹은 다다음날 몰아서 잔다(안잘려 해도 자진다)
12-9-2021 15:07:54,24,여성,시험 준비생,9,예,아니오,아니오,,,,,시험기간,안잠
12-9-2021 15:11:29,25,여성,시험 준비생,10,예,아니오,아니오,,,,,항상,예전엔 버티다 지금은 다른걸 해요
12-9-2021 15:15:24,26,여성,학생,8,아니오,아니오,아니오,,,,,매일,새벽3시에 잠듭니다 ㅠㅠ
12-9-2021 15:19:59,20살,여성,학생,10,아니오,아니오,아니오,,,,,시험기간,핸드폰을 내려두고 계속 눈을 감고 있는다
12-9-2021 15:20:49,22,여성,학생,10,아니오,아니오,아니오,,,,,항상,"asmr 등 유튜브 컨텐츠 이용, 수면유도제 복용"
12-9-2021 15:22:31,20,여성,학생,7,아니오,아니오,아니오,,,,,시험 기간이나 중요한 일을 앞두고 있을 때 ,수면유도음악을 틀거나 잠이 들때까지 가만히 누워있습니다
12-9-2021 15:24:00,20,여성,학생,7,아니오,아니오,아니오,,,,,시험 기간,잠 잘 오는 영상을 틀어놓는다
12-9-2021 15:30:44,25,여성,시험 준비생,9,예,아니오,아니오,,,,,잠이 오지 않아 늦게 잠들고 일찍 일어나야 할 때,낮잠을 주로 잡니다.
12-9-2021 15:30:55,20,여성,학생,7,아니오,아니오,아니오,,,,,평소인데.. 잠을 못 자는 게 아니라 너무 많이 자는 게 고민이에요ㅠ,일어나서 책을 읽어요
12-9-2021 15:43:02,20,여성,학생,9,예,예,아니오,,,,,시험 기간이나 주말,낮 동안 몸을 혹사시킴
12-9-2021 15:46:59,25,남성,학생,5,예,예,아니오,,,,,규칙적인 생활 중이거나 아침 다음 날 아침 일찍 일어나야 할 때,
12-9-2021 15:49:13,23,남성,학생,9,아니오,아니오,아니오,,,,,피곤한데 잠이 안들어질때..,무작정 눈감고 누워있는다
12-9-2021 15:49:16,24,남성,학생,3,아니오,아니오,아니오,,,,,"시험 기간, 운동 후 낮잠",침대에 누워서 잠이 올 때까지 핸드폰을 한다.
12-9-2021 16:05:44,이윤정,여성,학생,8,예,아니오,아니오,,,,,"시험기간, 밖에 오래 있다 집에 올 때",무작정 누워있거나 유튜브에 수면 유도 영상을 찾아 듣는다
12-9-2021 16:08:17,23,여성,학생,9,예,아니오,아니오,,,,,시험기간,누워있기
12-9-2021 16:12:22,22,여성,학생,3,예,예,네,필로우,"알람, 수면 모니터링, 수면 분석 리포트",시험기간,"잠이 올 때까지 유튜브 보기, 렘수면 영상 틀기",,
12-9-2021 16:17:02,23,남성,학생,7,예,예,네,"중복선택이 안돼 적습니다. (슬립사이클, 오토슬립)","알람, 수면 모니터링, 수면 분석 리포트",매일매일이 필요합니다..,잠이 올때까지 핸드폰을 보고 졸리면 바로 폰 두고 자기,,
12-9-2021 16:17:54,23,여성,학생,3,아니오,아니오,아니오,,,,,시험 기간,수면 유도 음악 틀어놓고 자기
12-9-2021 16:24:19,21세 (만 20세),여성,학생,4,예,아니오,아니오,,,,,퇴근 이후,맛있는 음식을 먹는다
12-9-2021 16:29:01,22,여성,학생,7,예,아니오,아니오,,,,,"시험기간, 과제제출기간",핸드폰을 합니다.
12-9-2021 16:36:05,24,여성,학생,7,예,아니오,네,오토슬립,수면 모니터링,스트레스가 심할 때,밤을 새요 졸릴 때까지,,
